Artículo,,,Nombre artículo,Serie,Documento,Fecha,Agrup.,Nº agrup.,Uni.agr.,,Unid.,Precio,Dto1,,Importe,,,,,Factura
,,,00011 - CONTADO ZOCODOVER,,,,,,,,,,,,,,,,,
MCN011,,,UD. MELODY POPS,11,   919619T,28/12/2025,,,,,1,"0,66",,,"0,66",,,,,T251228
,,,Total albarán 11919619T,,,,,,,,1,,,,"0,66",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   919639T,28/12/2025,,,,,"0,2","29,7",,,"5,94",,,,,T251228
,,,Total albarán 11919639T,,,,,,,,"0,2",,,,"5,94",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   919650T,28/12/2025,,,,,"0,29","29,7",,,"8,61",,,,,T251228
,,,Total albarán 11919650T,,,,,,,,"0,29",,,,"8,61",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919660T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919660T,,,,,,,,1,,,,"1,1",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919661T,28/12/2025,,,,,"0,025","41,8",,,"1,05",,,,,T251228
,,,Total albarán 11919661T,,,,,,,,"0,025",,,,"1,05",,,,,
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 104,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   919665T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919665T,,,,,,,,1,,,,"1,1",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919689T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919689T,,,,,,,,1,,,,"1,1",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919694T,28/12/2025,,,,,"0,03","34,1",,,"1,02",,,,,T251228
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919694T,28/12/2025,,,,,3,"1,1",,,"3,3",,,,,T251228
,,,Total albarán 11919694T,,,,,,,,"3,03",,,,"4,32",,,,,
MTU011,,,KG. PASTELES YEMA,11,   919713T,28/12/2025,,,,,"0,035","38,5",,,"1,35",,,,,T251228
,,,Total albarán 11919713T,,,,,,,,"0,035",,,,"1,35",,,,,
MCJ003D,,,UD. BOLSA CARAMELO NARANJA 175 GR.,11,   919714T,28/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251228
,,,Total albarán 11919714T,,,,,,,,1,,,,"3,3",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919721T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919721T,,,,,,,,1,,,,"1,1",,,,,
MCG001I,,,UD. HUEVO HOTWHEELS,11,   919740T,28/12/2025,,,,,1,"1,5",,,"1,5",,,,,T251228
,,,Total albarán 11919740T,,,,,,,,1,,,,"1,5",,,,,
MTU011,,,KG. PASTELES YEMA,11,   919742T,28/12/2025,,,,,"0,075","38,5",,,"2,89",,,,,T251228
MCG001I,,,UD. HUEVO HOTWHEELS,11,   919742T,28/12/2025,,,,,1,"1,5",,,"1,5",,,,,T251228
,,,Total albarán 11919742T,,,,,,,,"1,075",,,,"4,39",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   919763T,28/12/2025,,,,,"0,3","29,7",,,"8,91",,,,,T251228
,,,Total albarán 11919763T,,,,,,,,"0,3",,,,"8,91",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   919776T,28/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251228
,,,Total albarán 11919776T,,,,,,,,1,,,,"12,1",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919778T,28/12/2025,,,,,"0,08","34,1",,,"2,73",,,,,T251228
,,,Total albarán 11919778T,,,,,,,,"0,08",,,,"2,73",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   919784T,28/12/2025,,,,,1,11,,,11,,,,,T251228
MFA001,,,KG. FRUTA ESCARCHADA,11,   919784T,28/12/2025,,,,,"0,5","29,7",,,"14,85",,,,,T251228
,,,Total albarán 11919784T,,,,,,,,"1,5",,,,"25,85",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   919791T,28/12/2025,,,,,"0,08","51,7",,,"4,14",,,,,T251228
,,,Total albarán 11919791T,,,,,,,,"0,08",,,,"4,14",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   919797T,28/12/2025,,,,,"0,175","19,8",,,"3,47",,,,,T251228
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 105,,
,,,Total albarán 11919797T,,,,,,,,"0,175",,,,"3,47",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   919816T,28/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251228
,,,Total albarán 11919816T,,,,,,,,1,,,,"12,1",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   919832T,28/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251228
,,,Total albarán 11919832T,,,,,,,,1,,,,"1,75",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919871T,28/12/2025,,,,,"0,1","41,8",,,"4,18",,,,,T251228
,,,Total albarán 11919871T,,,,,,,,"0,1",,,,"4,18",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   919875T,28/12/2025,,,,,1,1,,,1,,,,,T251228
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   919875T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919875T,,,,,,,,2,,,,"2,1",,,,,
MCO004L,,,UD. BOTE TRIDENT MENTA,11,   919890T,28/12/2025,,,,,1,"3,5",,,"3,5",,,,,T251228
,,,Total albarán 11919890T,,,,,,,,1,,,,"3,5",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919896T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919896T,,,,,,,,1,,,,"1,1",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   919918T,28/12/2025,,,,,"0,27","29,7",,,"8,02",,,,,T251228
,,,Total albarán 11919918T,,,,,,,,"0,27",,,,"8,02",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   919919T,28/12/2025,,,,,"0,13","51,7",,,"6,72",,,,,T251228
,,,Total albarán 11919919T,,,,,,,,"0,13",,,,"6,72",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   919928T,28/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251228
,,,Total albarán 11919928T,,,,,,,,1,,,,"1,75",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919929T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919929T,,,,,,,,1,,,,"1,1",,,,,
MCN011,,,UD. MELODY POPS,11,   919934T,28/12/2025,,,,,2,"0,66",,,"1,32",,,,,T251228
,,,Total albarán 11919934T,,,,,,,,2,,,,"1,32",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919936T,28/12/2025,,,,,"0,04","41,8",,,"1,67",,,,,T251228
,,,Total albarán 11919936T,,,,,,,,"0,04",,,,"1,67",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   919940T,28/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251228
,,,Total albarán 11919940T,,,,,,,,1,,,,"1,75",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   919947T,28/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251228
,,,Total albarán 11919947T,,,,,,,,1,,,,"1,75",,,,,
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 106,,
MVH015,,,UD. BOTELLA AQUARIUS,11,   919952T,28/12/2025,,,,,1,2,,,2,,,,,T251228
,,,Total albarán 11919952T,,,,,,,,1,,,,2,,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   919958T,28/12/2025,,,,,1,2,,,2,,,,,T251228
,,,Total albarán 11919958T,,,,,,,,1,,,,2,,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   919959T,28/12/2025,,,,,4,1,,,4,,,,,T251228
,,,Total albarán 11919959T,,,,,,,,4,,,,4,,,,,
MVHA013A,,,UD. BOTELLA FANTA LIMON,11,   919960T,28/12/2025,,,,,1,2,,,2,,,,,T251228
,,,Total albarán 11919960T,,,,,,,,1,,,,2,,,,,
MCF050A,,,UD. CHOCOLATE 50 % CACAO AMATLLER 18 GR,11,   919963T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
MCN001,,,UD. CHUPA CHUPS,11,   919963T,28/12/2025,,,,,1,"0,33",,,"0,33",,,,,T251228
,,,Total albarán 11919963T,,,,,,,,2,,,,"1,43",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919981T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919981T,,,,,,,,1,,,,"1,1",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919996T,28/12/2025,,,,,"0,28","41,8",,,"11,7",,,,,T251228
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919996T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919996T,,,,,,,,"1,28",,,,"12,8",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   920000T,28/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251228
,,,Total albarán 11920000T,,,,,,,,1,,,,"1,75",,,,,
MCN011,,,UD. MELODY POPS,11,   920002T,28/12/2025,,,,,3,"0,66",,,"1,98",,,,,T251228
,,,Total albarán 11920002T,,,,,,,,3,,,,"1,98",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920017T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11920017T,,,,,,,,1,,,,"1,1",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   920022T,28/12/2025,,,,,1,2,,,2,,,,,T251228
MVH015,,,UD. BOTELLA AQUARIUS,11,   920022T,28/12/2025,,,,,1,2,,,2,,,,,T251228
,,,Total albarán 11920022T,,,,,,,,2,,,,4,,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920023T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11920023T,,,,,,,,1,,,,"1,1",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920024T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11920024T,,,,,,,,1,,,,"1,1",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920030T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 107,,
,,,Total albarán 11920030T,,,,,,,,1,,,,"1,1",,,,,
MVH015,,,UD. BOTELLA AQUARIUS,11,   920047T,28/12/2025,,,,,1,2,,,2,,,,,T251228
,,,Total albarán 11920047T,,,,,,,,1,,,,2,,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   920057T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11920057T,,,,,,,,1,,,,"1,1",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   920069T,28/12/2025,,,,,"0,045","51,7",,,"2,33",,,,,T251228
MBB003,,,KG. LENGUAS DE GATO,11,   920069T,28/12/2025,,,,,1,"0,1",,,"0,1",,,,,T251228
,,,Total albarán 11920069T,,,,,,,,"1,045",,,,"2,43",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   920076T,28/12/2025,,,,,"0,07","41,8",,,"2,93",,,,,T251228
,,,Total albarán 11920076T,,,,,,,,"0,07",,,,"2,93",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   920082T,28/12/2025,,,,,"0,085",33,,,"2,81",,,,,T251228
,,,Total albarán 11920082T,,,,,,,,"0,085",,,,"2,81",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   920088T,28/12/2025,,,,,"0,02","41,8",,,"0,84",,,,,T251228
,,,Total albarán 11920088T,,,,,,,,"0,02",,,,"0,84",,,,,
MCG001F,,,UD. HUEVO PATRULLA CANINA,11,   920093T,28/12/2025,,,,,1,"1,5",,,"1,5",,,,,T251228
,,,Total albarán 11920093T,,,,,,,,1,,,,"1,5",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   920101T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
MCG001H,,,UD. HUEVO BARBIE,11,   920101T,28/12/2025,,,,,1,"1,5",,,"1,5",,,,,T251228
,,,Total albarán 11920101T,,,,,,,,2,,,,"2,6",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920103T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   920103T,28/12/2025,,,,,1,1,,,1,,,,,T251228
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   920103T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11920103T,,,,,,,,3,,,,"3,2",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   920107T,28/12/2025,,,,,"0,04","41,8",,,"1,67",,,,,T251228
MFA002,,,KG. FRUTAS DE ARAGON,11,   920107T,28/12/2025,,,,,"0,055",33,,,"1,82",,,,,T251228
,,,Total albarán 11920107T,,,,,,,,"0,095",,,,"3,49",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   920110T,28/12/2025,,,,,"0,25","41,8",,,"10,45",,,,,T251228
,,,Total albarán 11920110T,,,,,,,,"0,25",,,,"10,45",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   920114T,28/12/2025,,,,,"0,11","29,7",,,"3,27",,,,,T251228
,,,Total albarán 11920114T,,,,,,,,"0,11",,,,"3,27",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   920116T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 108,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920116T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11920116T,,,,,,,,2,,,,"2,2",,,,,
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   920118T,29/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251229
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   920118T,29/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251229
,,,Total albarán 11920118T,,,,,,,,2,,,,"24,2",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920120T,29/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251229
,,,Total albarán 11920120T,,,,,,,,1,,,,"1,1",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   920124T,29/12/2025,,,,,1,2,,,2,,,,,T251229
,,,Total albarán 11920124T,,,,,,,,1,,,,2,,,,,
MVH013,,,UD. BOTELLA FANTA NARANJA,11,   920127T,29/12/2025,,,,,1,2,,,2,,,,,T251229
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920127T,29/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251229
,,,Total albarán 11920127T,,,,,,,,2,,,,"3,1",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   920139T,29/12/2025,,,,,"0,365","29,7",,,"10,84",,,,,T251229
,,,Total albarán 11920139T,,,,,,,,"0,365",,,,"10,84",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   920160T,29/12/2025,,,,,1,11,,,11,,,,,T251229
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   920160T,29/12/2025,,,,,2,"12,1",,,"24,2",,,,,T251229
,,,Total albarán 11920160T,,,,,,,,3,,,,"35,2",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   920161T,29/12/2025,,,,,"0,195","51,7",,,"10,08",,,,,T251229
MBB003,,,KG. LENGUAS DE GATO,11,   920161T,29/12/2025,,,,,"0,01","34,1",,,"0,34",,,,,T251229
,,,Total albarán 11920161T,,,,,,,,"0,205",,,,"10,42",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   920169T,29/12/2025,,,,,"0,31","29,7",,,"9,21",,,,,T251229
,,,Total albarán 11920169T,,,,,,,,"0,31",,,,"9,21",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   920188T,29/12/2025,,,,,"0,135","34,1",,,"4,6",,,,,T251229
MBB001,,,KG. BOMBONES SURTIDOS,11,   920188T,29/12/2025,,,,,"0,265","51,7",,,"13,7",,,,,T251229
,,,Total albarán 11920188T,,,,,,,,"0,4",,,,"18,3",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   920194T,29/12/2025,,,,,1,11,,,11,,,,,T251229
,,,Total albarán 11920194T,,,,,,,,1,,,,11,,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920197T,29/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251229
,,,Total albarán 11920197T,,,,,,,,1,,,,"1,1",,,,,
MCG006,,,UD. SOMBRILLA DE CHOCOLATE 35 GMS.,11,   920205T,29/12/2025,,,,,1,"2,2",,,"2,2",,,,,T251229
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 109,,
,,,Total albarán 11920205T,,,,,,,,1,,,,"2,2",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   920211T,29/12/2025,,,,,"0,195","51,7",,,"10,08",,,,,T251229
,,,Total albarán 11920211T,,,,,,,,"0,195",,,,"10,08",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   920224T,29/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251229
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   920224T,29/12/2025,,,,,5,1,,,5,,,,,T251229
,,,Total albarán 11920224T,,,,,,,,6,,,,"17,1",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   920238T,29/12/2025,,,,,"0,5",33,,,"16,5",,,,,T251229
,,,Total albarán 11920238T,,,,,,,,"0,5",,,,"16,5",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920246T,29/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251229
,,,Total albarán 11920246T,,,,,,,,1,,,,"1,1",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   920254T,29/12/2025,,,,,"0,025","41,8",,,"1,05",,,,,T251229
,,,Total albarán 11920254T,,,,,,,,"0,025",,,,"1,05",,,,,
MTU012,,,KG. PASTELES YEMA-CHOCOLATE,11,   920266T,29/12/2025,,,,,"0,255","38,5",,,"9,82",,,,,T251229
,,,Total albarán 11920266T,,,,,,,,"0,255",,,,"9,82",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   920285T,29/12/2025,,,,,"0,5",33,,,"16,5",,,,,T251229
,,,Total albarán 11920285T,,,,,,,,"0,5",,,,"16,5",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   920288T,29/12/2025,,,,,"0,2","34,1",15,,"5,8",,,,,T251229
,,,Total albarán 11920288T,,,,,,,,"0,2",,,,"5,8",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   920310T,29/12/2025,,,,,1,11,,,11,,,,,T251229
,,,Total albarán 11920310T,,,,,,,,1,,,,11,,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   920314T,29/12/2025,,,,,"0,04","51,7",,,"2,07",,,,,T251229
,,,Total albarán 11920314T,,,,,,,,"0,04",,,,"2,07",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   920316T,29/12/2025,,,,,2,1,,,2,,,,,T251229
MCN011,,,UD. MELODY POPS,11,   920316T,29/12/2025,,,,,2,"0,66",,,"1,32",,,,,T251229
MCG001I,,,UD. HUEVO HOTWHEELS,11,   920316T,29/12/2025,,,,,2,"1,5",,,3,,,,,T251229
MCG007C,,,UD. MEDALLON SANTO TOME 60 GR.,11,   920316T,29/12/2025,,,,,2,"2,75",,,"5,5",,,,,T251229
MCG006,,,UD. SOMBRILLA DE CHOCOLATE 35 GMS.,11,   920316T,29/12/2025,,,,,2,"2,2",,,"4,4",,,,,T251229
,,,Total albarán 11920316T,,,,,,,,10,,,,"16,22",,,,,
MTU012,,,KG. PASTELES YEMA-CHOCOLATE,11,   920338T,29/12/2025,,,,,"0,085","38,5",,,"3,27",,,,,T251229
,,,Total albarán 11920338T,,,,,,,,"0,085",,,,"3,27",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   920343T,29/12/2025,,,,,3,"0,33",,,"0,99",,,,,T251229
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 110,,
,,,Total albarán 11920343T,,,,,,,,3,,,,"0,99",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   920344T,29/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251229
,,,Total albarán 11920344T,,,,,,,,"0,25",,,,"8,25",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   920347T,29/12/2025,,,,,1,"0,33",,,"0,33",,,,,T251229
,,,Total albarán 11920347T,,,,,,,,1,,,,"0,33",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   920349T,29/12/2025,,,,,"0,065","34,1",,,"2,22",,,,,T251229
MBB001,,,KG. BOMBONES SURTIDOS,11,   920349T,29/12/2025,,,,,"0,245","51,7",,,"12,67",,,,,T251229
MVHA013A,,,UD. BOTELLA FANTA LIMON,11,   920349T,29/12/2025,,,,,1,2,,,2,,,,,T251229
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920349T,29/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251229
,,,Total albarán 11920349T,,,,,,,,"2,31",,,,"17,99",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   920364T,29/12/2025,,,,,"0,37",33,,,"12,21",,,,,T251229
,,,Total albarán 11920364T,,,,,,,,"0,37",,,,"12,21",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   920365T,29/12/2025,,,,,"0,03","34,1",,,"1,02",,,,,T251229
MBB001,,,KG. BOMBONES SURTIDOS,11,   920365T,29/12/2025,,,,,"0,05","51,7",,,"2,59",,,,,T251229
,,,Total albarán 11920365T,,,,,,,,"0,08",,,,"3,61",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   920366T,29/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251229
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   920366T,29/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251229
MTU032,,,UD. TURRON CHOCO-LECHE P. ALM. CARAMELIZADA,11,   920366T,29/12/2025,,,,,1,"9,9",,,"9,9",,,,,T251229
,,,Total albarán 11920366T,,,,,,,,3,,,,"34,1",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   920402T,29/12/2025,,,,,"0,395","34,1",,,"13,47",,,,,T251229
,,,Total albarán 11920402T,,,,,,,,"0,395",,,,"13,47",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   920408T,29/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251229
,,,Total albarán 11920408T,,,,,,,,1,,,,"1,75",,,,,
MVH013,,,UD. BOTELLA FANTA NARANJA,11,   920417T,29/12/2025,,,,,1,2,,,2,,,,,T251229
MVH012,,,UD. BOTELLA COCA COLA,11,   920417T,29/12/2025,,,,,1,2,,,2,,,,,T251229
,,,Total albarán 11920417T,,,,,,,,2,,,,4,,,,,
MVH014,,,UD. BOTELLA NESTEA,11,   920425T,29/12/2025,,,,,1,2,,,2,,,,,T251229
,,,Total albarán 11920425T,,,,,,,,1,,,,2,,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920447T,29/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251229
,,,Total albarán 11920447T,,,,,,,,1,,,,"1,1",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   920456T,29/12/2025,,,,,"0,055","29,7",,,"1,63",,,,,T251229
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 111,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   920456T,29/12/2025,,,,,"0,02","41,8",,,"0,84",,,,,T251229
,,,Total albarán 11920456T,,,,,,,,"0,075",,,,"2,47",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   920457T,29/12/2025,,,,,"0,2","34,1",,,"6,82",,,,,T251229
,,,Total albarán 11920457T,,,,,,,,"0,2",,,,"6,82",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920461T,29/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251229
,,,Total albarán 11920461T,,,,,,,,1,,,,"1,1",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   920474T,29/12/2025,,,,,"0,12",33,,,"3,96",,,,,T251229
,,,Total albarán 11920474T,,,,,,,,"0,12",,,,"3,96",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   920478T,29/12/2025,,,,,"0,145","29,7",,,"4,31",,,,,T251229
,,,Total albarán 11920478T,,,,,,,,"0,145",,,,"4,31",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   920480T,29/12/2025,,,,,"0,4","34,1",,,"13,64",,,,,T251229
,,,Total albarán 11920480T,,,,,,,,"0,4",,,,"13,64",,,,,
MTU011,,,KG. PASTELES YEMA,11,   920488T,29/12/2025,,,,,"0,335","38,5",,,"12,9",,,,,T251229
,,,Total albarán 11920488T,,,,,,,,"0,335",,,,"12,9",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   920516T,29/12/2025,,,,,"0,2","29,7",,,"5,94",,,,,T251229
,,,Total albarán 11920516T,,,,,,,,"0,2",,,,"5,94",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   920518T,29/12/2025,,,,,1,11,,,11,,,,,T251229
,,,Total albarán 11920518T,,,,,,,,1,,,,11,,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   920519T,29/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251229
,,,Total albarán 11920519T,,,,,,,,1,,,,"1,1",,,,,
MCG001F,,,UD. HUEVO PATRULLA CANINA,11,   920530T,29/12/2025,,,,,1,"1,5",,,"1,5",,,,,T251229
,,,Total albarán 11920530T,,,,,,,,1,,,,"1,5",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   920531T,29/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251229
MTU010,,,KG. ALMENDRAS RELLENAS,11,   920531T,29/12/2025,,,,,"0,07","41,8",,,"2,93",,,,,T251229
,,,Total albarán 11920531T,,,,,,,,"1,07",,,,"4,03",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   920555T,29/12/2025,,,,,1,11,,,11,,,,,T251229
,,,Total albarán 11920555T,,,,,,,,1,,,,11,,,,,
